Datetime,Temperature,Pressure,Humidity,Wind,Wind_Speed,Forcast,City
17.06.2017 20:00,25.3,757.5,64,Wind blowing from the north,3, ,Falconara 
17.06.2017 23:00,24.1,757.8,73,Wind blowing from the north,3, ,Falconara 
18.06.2017 02:00,21.3,756.6,81,Wind blowing from the south-southeast,1, ,Falconara 
18.06.2017 08:00,26.5,756.7,56,Wind blowing from the east-southeast,2, ,Falconara 
18.06.2017 11:00,29.5,757.7,55,Wind blowing from the north-west,4, ,Falconara 
18.06.2017 14:00,29.1,757.2,56,Wind blowing from the north-west,4, ,Falconara 
18.06.2017 17:00,29.2,756.6,44,Wind blowing from the north,4, ,Falconara 
19.06.2017 02:00,23.1,756.8,78,Wind blowing from the east-northeast,1, ,Falconara 
19.06.2017 05:00,21.7,756.8,80,Wind blowing from the north-east,1,Mist. ,Falconara 
19.06.2017 08:00,28.8,757.8,46,Wind blowing from the east,1, ,Falconara 
19.06.2017 11:00,28.9,758.4,55,Wind blowing from the north,4, ,Falconara 
19.06.2017 14:00,29.2,757.9,54,Wind blowing from the north,5, ,Falconara 
19.06.2017 17:00,27.8,757.1,59,Wind blowing from the north,6, ,Falconara 
19.06.2017 20:00,25.6,758.5,70,Wind blowing from the north,4, ,Falconara 
19.06.2017 23:00,24.8,758.8,70,Wind blowing from the north-northeast,5, ,Falconara 
20.06.2017 02:00,24.1,758.7,68,Wind blowing from the north,4, ,Falconara 
20.06.2017 05:00,23.8,758.5,62,Wind blowing from the north,3, ,Falconara 
20.06.2017 08:00,25.6,759.8,51,Wind blowing from the north,4, ,Falconara 
20.06.2017 11:00,26.7,760.5,48,Wind blowing from the north,6, ,Falconara 
20.06.2017 17:00,26,759.9,50,Wind blowing from the north-west,5, ,Falconara 
20.06.2017 20:00,23.9,759.9,55,Wind blowing from the north-northwest,5, ,Falconara 
21.06.2017 02:00,26.3,758.7,50,Wind blowing from the north-west,4, ,Falconara 
21.06.2017 05:00,23.3,758.6,57,Wind blowing from the west-northwest,5, ,Falconara 
21.06.2017 08:00,25.3,759.3,51,Wind blowing from the west-northwest,6, ,Falconara 
21.06.2017 11:00,27.9,759.6,47,Wind blowing from the west-northwest,8, ,Falconara 
21.06.2017 14:00,28.5,759.1,47,Wind blowing from the west-northwest,8, ,Falconara 
21.06.2017 17:00,26.9,759,54,Wind blowing from the north-west,8, ,Falconara 
21.06.2017 20:00,24.5,759.9,61,Wind blowing from the north-northwest,7, ,Falconara 
21.06.2017 23:00,23.9,760.1,59,Wind blowing from the north-northwest,6, ,Falconara 
22.06.2017 02:00,23.8,759.3,57,Wind blowing from the west-northwest,10, ,Falconara 
22.06.2017 05:00,23.5,759.6,60,Wind blowing from the north-northwest,6, ,Falconara 
22.06.2017 08:00,25.9,760.6,51,Wind blowing from the north-west,6, ,Falconara 
22.06.2017 11:00,27.1,761.1,50,Wind blowing from the north-west,5, ,Falconara 
22.06.2017 17:00,20.1,760.2,79,Wind blowing from the north-west,7, ,Falconara 
22.06.2017 20:00,24.8,760.2,60,Wind blowing from the north-west,7, ,Falconara 
22.06.2017 23:00,23.9,761.1,68,Wind blowing from the north-northwest,4, ,Falconara 
23.06.2017 02:00,23.3,760.5,73,Wind blowing from the north-northwest,3, ,Falconara 
23.06.2017 05:00,23.2,760.4,71,Wind blowing from the north-northwest,4, ,Falconara 
23.06.2017 08:00,25.7,761,63,Wind blowing from the north-west,4, ,Falconara 
23.06.2017 11:00,27.6,761.7,54,Wind blowing from the north-northwest,4, ,Falconara 
23.06.2017 14:00,28.6,758.8,54,Wind blowing from the north-west,5, ,Falconara 
23.06.2017 20:00,24.8,760,69,Wind blowing from the north-west,5, ,Falconara 
23.06.2017 23:00,24.3,760.5,71,Wind blowing from the north-west,4, ,Falconara 
24.06.2017 02:00,23.9,759.6,77,Wind blowing from the north-west,4, ,Falconara 
24.06.2017 08:00,25.8,760,69,Wind blowing from the north-northwest,3, ,Falconara 
24.06.2017 11:00,28.6,760.5,55,Wind blowing from the north,4, ,Falconara 
24.06.2017 14:00,29.4,759.7,50,Wind blowing from the north-northwest,6, ,Falconara 
24.06.2017 17:00,28.3,759,55,Wind blowing from the north-west,7, ,Falconara 
24.06.2017 23:00,25.2,759,68,Wind blowing from the north-northwest,6, ,Falconara 
25.06.2017 11:00,29.3,759,55,Wind blowing from the north-west,4, ,Falconara 
25.06.2017 14:00,29.6,758.7,57,Wind blowing from the north-northwest,6, ,Falconara 
25.06.2017 17:00,28.5,758.1,59,Wind blowing from the north-northwest,6, ,Falconara 
25.06.2017 20:00,25.7,758.1,71,Wind blowing from the north,3, ,Falconara 
25.06.2017 23:00,25.1,758.2,74,Wind blowing from the north-northwest,4, ,Falconara 
26.06.2017 02:00,24.3,757.4,73,Wind blowing from the north-west,2, ,Falconara 
26.06.2017 05:00,24.1,757,74,Wind blowing from the north-west,3, ,Falconara 
26.06.2017 08:00,26.4,757,70,Wind blowing from the north-west,3, ,Falconara 
26.06.2017 11:00,28.7,758.1,59,Wind blowing from the north-west,5, ,Falconara 
26.06.2017 14:00,29.5,757.9,54,Wind blowing from the north-west,5, ,Falconara 
26.06.2017 17:00,28,757.2,61,Wind blowing from the north-west,6, ,Falconara 
26.06.2017 20:00,25.5,757.6,69,Wind blowing from the north,4, ,Falconara 
26.06.2017 23:00,24.8,758.3,76,Wind blowing from the north-northwest,4, ,Falconara 
27.06.2017 02:00,24.4,757.5,78,Wind blowing from the north-northwest,3, ,Falconara 
27.06.2017 05:00,24,757.5,80,Wind blowing from the north-west,2, ,Falconara 
27.06.2017 08:00,27.3,758.1,61,Wind blowing from the north,3, ,Falconara 
27.06.2017 11:00,29.4,758.5,55,Wind blowing from the north-northwest,4, ,Falconara 
27.06.2017 14:00,30,758.2,53,Wind blowing from the north-northwest,6, ,Falconara 
27.06.2017 17:00,29,757.5,55,Wind blowing from the north-northwest,6, ,Falconara 
27.06.2017 20:00,27.4,757.8,66,Wind blowing from the north-northwest,6, ,Falconara 
27.06.2017 23:00,25.8,758.3,67,Wind blowing from the north-northwest,6, ,Falconara 
28.06.2017 02:00,25.1,757.8,72,Wind blowing from the north-northwest,3, ,Falconara 
28.06.2017 05:00,24.7,757.6,73,Wind blowing from the west-northwest,3, ,Falconara 
28.06.2017 08:00,27.3,758.3,64,Wind blowing from the west-northwest,6, ,Falconara 
28.06.2017 11:00,29.4,758.6,57,Wind blowing from the north-west,6, ,Falconara 
28.06.2017 14:00,29.6,758.2,59,Wind blowing from the north-west,7, ,Falconara 
28.06.2017 17:00,28.9,757.7,56,Wind blowing from the north-west,5, ,Falconara 
28.06.2017 20:00,26.3,757.8,69,Wind blowing from the north-west,4, ,Falconara 
28.06.2017 23:00,25.8,758.2,71,Wind blowing from the west-northwest,4, ,Falconara 
29.06.2017 02:00,25.5,757.8,76,Wind blowing from the west-northwest,4, ,Falconara 
29.06.2017 05:00,25.1,757.8,80,Wind blowing from the north-northwest,5, ,Falconara 
29.06.2017 08:00,28.2,758.8,61,Wind blowing from the west-northwest,5, ,Falconara 
30.06.2017 02:00,26,757.8,73,Wind blowing from the north-northwest,3, ,Falconara 
30.06.2017 05:00,25.6,757.5,74,Wind blowing from the north-northwest,4, ,Falconara 
30.06.2017 08:00,28.4,757.8,65,Wind blowing from the west-northwest,6, ,Falconara 
30.06.2017 11:00,30.1,757.8,56,Wind blowing from the west-northwest,7, ,Falconara 
30.06.2017 14:00,30.8,756.8,57,Wind blowing from the north-northwest,6, ,Falconara 
30.06.2017 17:00,30.5,755.4,59,Wind blowing from the north-northwest,4, ,Falconara 
01.07.2017 02:00,26.2,754,77,Wind blowing from the west-northwest,3, ,Falconara 
01.07.2017 05:00,26,753.3,78,Wind blowing from the west-northwest,3, ,Falconara 
01.07.2017 08:00,29,753.6,63,Wind blowing from the west-northwest,4, ,Falconara 
01.07.2017 11:00,31.2,753.8,55,Wind blowing from the north-west,4, ,Falconara 
01.07.2017 14:00,33,752.9,51,Wind blowing from the west-northwest,4, ,Falconara 
01.07.2017 17:00,31.3,752.3,55,Wind blowing from the north-northwest,5, ,Falconara 
01.07.2017 20:00,28.3,752.6,71,Wind blowing from the north,3, ,Falconara 
01.07.2017 23:00,27.4,752.9,75,Wind blowing from the west-northwest,3, ,Falconara 
02.07.2017 02:00,26.5,752,81,Wind blowing from the north-west,3, ,Falconara 
02.07.2017 14:00,32.8,753,47,Wind blowing from the north-northwest,6, ,Falconara 
02.07.2017 17:00,31.8,752.4,49,Wind blowing from the north-northwest,4, ,Falconara 
02.07.2017 20:00,28.9,753,61,Wind blowing from the north,3, ,Falconara 
02.07.2017 23:00,27.8,753.5,73,Wind blowing from the north-northwest,2, ,Falconara 
03.07.2017 02:00,26.5,752.8,80,Wind blowing from the west-northwest,4, ,Falconara 
03.07.2017 11:00,32.4,754.2,51,Wind blowing from the west-northwest,4, ,Falconara 
03.07.2017 14:00,33,753.9,50,Wind blowing from the west-northwest,5, ,Falconara 
03.07.2017 17:00,31.2,753.5,56,Wind blowing from the east-southeast,5, ,Falconara 
03.07.2017 23:00,27.3,755.2,79,Wind blowing from the north-west,5, ,Falconara 
04.07.2017 02:00,26.8,754.7,76,Wind blowing from the north-west,5, ,Falconara 
04.07.2017 05:00,26.5,755.1,73,Wind blowing from the north-west,4, ,Falconara 
04.07.2017 08:00,27.9,756.1,64,Wind blowing from the north-west,5, ,Falconara 
04.07.2017 11:00,29.8,756.6,56,Wind blowing from the west-northwest,8, ,Falconara 
04.07.2017 14:00,29.6,756.4,57,Wind blowing from the north-northwest,7, ,Falconara 
04.07.2017 17:00,29.2,756.2,60,Wind blowing from the north-northwest,7, ,Falconara 
04.07.2017 20:00,26.8,756.9,69,Wind blowing from the north-northwest,5, ,Falconara 
04.07.2017 23:00,26.3,757.7,71,Wind blowing from the north-west,5, ,Falconara 
05.07.2017 02:00,25.8,757.1,70,Wind blowing from the north-west,7, ,Falconara 
05.07.2017 05:00,25.8,756.8,67,Wind blowing from the north-northwest,5, ,Falconara 
05.07.2017 08:00,27.9,757.5,58,Wind blowing from the north-northwest,6, ,Falconara 
05.07.2017 11:00,29.2,758.1,53,Wind blowing from the north-west,6, ,Falconara 
05.07.2017 23:00,25.7,758.1,62,Wind blowing from the north-northwest,7, ,Falconara 
06.07.2017 08:00,27.5,758,56,Wind blowing from the north-west,6, ,Falconara 
06.07.2017 11:00,28.5,758.2,54,Wind blowing from the north-west,6, ,Falconara 
06.07.2017 17:00,28.4,757.2,54,Wind blowing from the north-west,6, ,Falconara 
06.07.2017 20:00,26.2,757.3,57,Wind blowing from the north-west,6, ,Falconara 
06.07.2017 23:00,25.6,757.8,66,Wind blowing from the north-west,5, ,Falconara 
07.07.2017 02:00,25.3,756.6,66,Wind blowing from the west-northwest,5, ,Falconara 
07.07.2017 08:00,27.1,756.4,62,Wind blowing from the north-west,8, ,Falconara 
07.07.2017 11:00,28.8,756.7,57,Wind blowing from the north-west,9, ,Falconara 
07.07.2017 14:00,29.3,756.3,55,Wind blowing from the north-west,8, ,Falconara 
07.07.2017 17:00,28.4,755.6,58,Wind blowing from the west-northwest,6, ,Falconara 
07.07.2017 20:00,26.1,755.7,68,Wind blowing from the north-northwest,6, ,Falconara 
07.07.2017 23:00,25.7,756,70,Wind blowing from the north-northwest,6, ,Falconara 
08.07.2017 02:00,25.5,755,74,Wind blowing from the north-west,7, ,Falconara 
08.07.2017 05:00,25.3,754.9,74,Wind blowing from the north-northwest,6, ,Falconara 
08.07.2017 08:00,27.4,755.5,66,Wind blowing from the north-west,6, ,Falconara 
08.07.2017 11:00,29.6,755.9,56,Wind blowing from the north-northwest,4, ,Falconara 
08.07.2017 14:00,30.2,756.2,54,Wind blowing from the north-west,6, ,Falconara 
08.07.2017 17:00,28.8,755.2,63,Wind blowing from the north-west,5, ,Falconara 
08.07.2017 20:00,26.1,755.9,72,Wind blowing from the north-northwest,5, ,Falconara 
08.07.2017 23:00,25.6,756.3,73,Wind blowing from the west-northwest,5, ,Falconara 
09.07.2017 02:00,25.3,755.7,72,Wind blowing from the west-northwest,4, ,Falconara 
09.07.2017 05:00,25.1,755.4,73,Wind blowing from the west-northwest,4, ,Falconara 
09.07.2017 08:00,27.6,756.5,63,Wind blowing from the north,5, ,Falconara 
09.07.2017 11:00,29.2,757.2,55,Wind blowing from the north-west,1, ,Falconara 
09.07.2017 14:00,30.1,757.2,55,Wind blowing from the north-west,4, ,Falconara 
09.07.2017 17:00,28.7,756.6,57,Wind blowing from the north-northwest,5, ,Falconara 
09.07.2017 20:00,26.3,757.2,66,Wind blowing from the north,4, ,Falconara 
09.07.2017 23:00,25.9,757.5,67,Wind blowing from the north-northwest,3, ,Falconara 
10.07.2017 02:00,25.4,757.1,68,Wind blowing from the north-northwest,3, ,Falconara 
10.07.2017 05:00,22.4,757.1,80,Wind blowing from the north-northwest,1, ,Falconara 
10.07.2017 08:00,28.6,758,55,Wind blowing from the east,2, ,Falconara 
10.07.2017 11:00,30.8,758.4,48,Wind blowing from the north-west,3, ,Falconara 
10.07.2017 17:00,30.3,757.5,51,Wind blowing from the north,5, ,Falconara 
10.07.2017 20:00,27.5,758.1,55,Wind blowing from the north,4, ,Falconara 
10.07.2017 23:00,26.5,758.6,62,Wind blowing from the north-east,2, ,Falconara 
11.07.2017 02:00,25.9,758,68,Wind blowing from the north-northeast,1, ,Falconara 
11.07.2017 05:00,25.4,758.4,71,Wind blowing from the north,1, ,Falconara 
11.07.2017 08:00,28,759.2,67,Wind blowing from the north-west,4, ,Falconara 
11.07.2017 11:00,31,759.6,44,Wind blowing from the north,4, ,Falconara 
11.07.2017 14:00,30.7,759.1,51,Wind blowing from the north-northwest,6, ,Falconara 
11.07.2017 17:00,29.8,758.4,59,Wind blowing from the north-northwest,7, ,Falconara 
11.07.2017 20:00,27.2,758.6,70,Wind blowing from the north,6, ,Falconara 
11.07.2017 23:00,26.4,758.6,73,Wind blowing from the north-west,4, ,Falconara 
12.07.2017 02:00,26,757.8,75,Wind blowing from the north-northwest,4, ,Falconara 
12.07.2017 05:00,26,757.2,73,Wind blowing from the north-northwest,5, ,Falconara 
12.07.2017 08:00,28.3,757.9,59,Wind blowing from the north-west,4, ,Falconara 
12.07.2017 11:00,30.1,757.8,56,Wind blowing from the west-northwest,7, ,Falconara 
13.07.2017 02:00,26.2,754.8,65,Wind blowing from the north-west,6, ,Falconara 
13.07.2017 05:00,25.7,754.3,66,Wind blowing from the north-west,3, ,Falconara 
13.07.2017 08:00,28.1,754.7,64,Wind blowing from the west-northwest,6, ,Falconara 
13.07.2017 11:00,31.6,754.5,44,Wind blowing from the west-northwest,5, ,Falconara 
13.07.2017 14:00,33.2,753.6,27,Wind blowing from the west,7, ,Falconara 
13.07.2017 17:00,31,753.2,50,Wind blowing from the west-northwest,5, ,Falconara 
13.07.2017 20:00,27.6,753.1,70,Wind blowing from the north-west,6, ,Falconara 
13.07.2017 23:00,26.9,753.1,71,Wind blowing from the north-west,3, ,Falconara 
14.07.2017 05:00,25.7,752.5,80,Wind blowing from the west-northwest,3, ,Falconara 
14.07.2017 11:00,31,754,56,Wind blowing from the west,6, ,Falconara 
14.07.2017 14:00,33.4,753.4,36,Wind blowing from the north-west,4, ,Falconara 
14.07.2017 17:00,32,752.9,38,Wind blowing from the north,4, ,Falconara 
14.07.2017 20:00,30,753,32,Wind blowing from the east-northeast,2, ,Falconara 
14.07.2017 23:00,25.2,753.6,62,Wind blowing from the south,1, ,Falconara 
15.07.2017 02:00,21.6,753.5,77,Wind blowing from the south,2, ,Falconara 
15.07.2017 05:00,22.1,753.5,79,Wind blowing from the south-southwest,2, ,Falconara 
15.07.2017 08:00,29.9,754.2,48,Wind blowing from the west,3, ,Falconara 
15.07.2017 11:00,32.1,754.6,43,Wind blowing from the north-west,3, ,Falconara 
15.07.2017 14:00,32.4,754.5,43,Wind blowing from the north,7, ,Falconara 
15.07.2017 17:00,31.1,754.2,49,Wind blowing from the north-northwest,6, ,Falconara 
15.07.2017 20:00,28.2,754.1,57,Wind blowing from the north,5, ,Falconara 
15.07.2017 23:00,26,754.7,69,Wind blowing from the south-east,1, ,Falconara 
16.07.2017 05:00,25.7,754.3,74,Wind blowing from the west-northwest,3, ,Falconara 
16.07.2017 08:00,28.9,755.1,62,Wind blowing from the north-west,4, ,Falconara 
16.07.2017 11:00,30.8,755.7,51,Wind blowing from the north-west,5, ,Falconara 
16.07.2017 17:00,30.2,755,59,Wind blowing from the west-northwest,5, ,Falconara 
16.07.2017 20:00,27.7,755.5,66,Wind blowing from the north-west,5, ,Falconara 
17.07.2017 17:00,35.6,755.9,26,Wind blowing from the north-east,4, ,Falconara 
17.07.2017 20:00,28.7,756.6,65,Wind blowing from the north-east,4, ,Falconara 
17.07.2017 23:00,27,757.1,73,Wind blowing from the east,4, ,Falconara 
18.07.2017 02:00,25.7,756.7,82,Wind blowing from the east,2, ,Falconara 
18.07.2017 05:00,24.2,756.6,85,Wind blowing from the east-southeast,2,Mist. ,Falconara 
18.07.2017 08:00,28,758,68,Wind blowing from the south-east,2,Haze. ,Falconara 
18.07.2017 11:00,31.6,758.4,53,Wind blowing from the north-northwest,2, ,Falconara 
18.07.2017 20:00,28,757.8,62,Wind blowing from the north,6, ,Falconara 
19.07.2017 02:00,26.7,758.3,68,Wind blowing from the north-northwest,7, ,Falconara 
19.07.2017 05:00,26.9,758,64,Wind blowing from the north,5, ,Falconara 
19.07.2017 08:00,28.3,759,56,Wind blowing from the north-west,6, ,Falconara 
19.07.2017 11:00,30.2,759,48,Wind blowing from the north,7, ,Falconara 
19.07.2017 14:00,29.8,758.4,49,Wind blowing from the north,8, ,Falconara 
19.07.2017 17:00,28.9,757.8,51,Wind blowing from the north,8,Cloud development not observed or not observable. ,Falconara 
19.07.2017 20:00,26.4,757.9,59,Wind blowing from the north-northwest,6, ,Falconara 
19.07.2017 23:00,25.9,758,58,Wind blowing from the north-northwest,5, ,Falconara 
20.07.2017 02:00,25.6,756.6,60,Wind blowing from the north-northwest,5, ,Falconara 
20.07.2017 05:00,25.3,755.9,59,Wind blowing from the north-west,4, ,Falconara 
20.07.2017 08:00,27.3,756.5,52,Wind blowing from the north-northwest,5, ,Falconara 
20.07.2017 11:00,29.1,756.6,45,Wind blowing from the north,5, ,Falconara 
20.07.2017 14:00,30,755.5,43,Wind blowing from the north-northwest,7, ,Falconara 
20.07.2017 17:00,28.9,754.9,48,Wind blowing from the west-northwest,6, ,Falconara 
20.07.2017 20:00,26.8,755.3,59,Wind blowing from the north-northwest,5, ,Falconara 
20.07.2017 23:00,26.3,755.3,61,Wind blowing from the north-northwest,4, ,Falconara 
21.07.2017 02:00,26,754.5,63,Wind blowing from the north-west,4, ,Falconara 
21.07.2017 08:00,27.8,755.3,59,Wind blowing from the north-west,4, ,Falconara 
21.07.2017 14:00,29.7,755.8,52,Wind blowing from the north-northwest,6, ,Falconara 
21.07.2017 17:00,29,755.8,42,Wind blowing from the north-west,5, ,Falconara 
21.07.2017 23:00,26.4,756.7,67,Wind blowing from the north-northwest,5, ,Falconara 
22.07.2017 02:00,26,756.3,69,Wind blowing from the north-northwest,4, ,Falconara 
22.07.2017 05:00,25.9,756.5,63,Wind blowing from the north-west,5, ,Falconara 
22.07.2017 08:00,27.4,757.8,61,Wind blowing from the north-northwest,4, ,Falconara 
22.07.2017 11:00,29.9,758.2,53,Wind blowing from the north-northwest,6, ,Falconara 
22.07.2017 14:00,30,758.2,53,Wind blowing from the north-west,6, ,Falconara 
22.07.2017 17:00,29.4,757.6,55,Wind blowing from the north,6, ,Falconara 
22.07.2017 23:00,26.3,758.5,70,Wind blowing from the north-northwest,3, ,Falconara 
23.07.2017 02:00,26,757.2,73,Wind blowing from the north-northwest,3, ,Falconara 
23.07.2017 05:00,25.9,757,74,Wind blowing from the north,3, ,Falconara 
23.07.2017 08:00,27.4,757.7,61,Wind blowing from the north,6, ,Falconara 
23.07.2017 11:00,29.7,757.7,57,Wind blowing from the north-northwest,6, ,Falconara 
23.07.2017 17:00,28.3,756.6,62,Wind blowing from the north-northwest,6, ,Falconara 
23.07.2017 20:00,27.1,756.3,66,Wind blowing from the north-northwest,5, ,Falconara 
23.07.2017 23:00,26.7,756.3,69,Wind blowing from the north-northwest,4, ,Falconara 
24.07.2017 02:00,26.5,755.3,71,Wind blowing from the north-northwest,5, ,Falconara 
24.07.2017 05:00,26.3,755,69,Wind blowing from the north-northwest,5, ,Falconara 
24.07.2017 08:00,28.1,755.1,62,Wind blowing from the north-northwest,4, ,Falconara 
24.07.2017 11:00,30.8,755.1,50,Wind blowing from the north-northwest,6, ,Falconara 
24.07.2017 14:00,30.8,754.6,51,Wind blowing from the north-west,6, ,Falconara 
24.07.2017 17:00,30.4,753.9,55,Wind blowing from the north-west,4, ,Falconara 
24.07.2017 20:00,27.5,754.5,63,Wind blowing from the north-west,4, ,Falconara 
24.07.2017 23:00,27,754.7,67,Wind blowing from the west-northwest,4, ,Falconara 
25.07.2017 02:00,26.2,754.1,74,Wind blowing from the west-northwest,3, ,Falconara 
25.07.2017 05:00,25.9,753.9,74,Wind blowing from the west-northwest,4, ,Falconara 
25.07.2017 08:00,28,754.5,67,Wind blowing from the north-west,4, ,Falconara 
25.07.2017 11:00,30.6,754.8,50,Wind blowing from the west-northwest,6, ,Falconara 
25.07.2017 14:00,31.8,754.6,50,Wind blowing from the north-west,6, ,Falconara 
25.07.2017 20:00,27.8,754.8,67,Wind blowing from the north-northwest,5, ,Falconara 
25.07.2017 23:00,27.2,755.1,67,Wind blowing from the north-northwest,4, ,Falconara 
26.07.2017 02:00,26.7,754.8,73,Wind blowing from the north-west,3, ,Falconara 
26.07.2017 05:00,26,754.8,75,Wind blowing from the north-west,3, ,Falconara 
26.07.2017 08:00,29.1,755.7,59,Wind blowing from the north-northwest,5, ,Falconara 
26.07.2017 11:00,32.2,755.8,42,Wind blowing from the north-northwest,4, ,Falconara 
26.07.2017 14:00,34.2,755.6,32,Wind blowing from the west-northwest,5, ,Falconara 
26.07.2017 17:00,31.8,755.1,53,Wind blowing from the north-northwest,7, ,Falconara 
26.07.2017 20:00,29.3,755.4,49,Wind blowing from the north-northwest,6, ,Falconara 
26.07.2017 23:00,28.2,755.8,63,Wind blowing from the north-northwest,3, ,Falconara 
27.07.2017 02:00,26.8,755.4,69,Wind blowing from the north-west,2, ,Falconara 
27.07.2017 05:00,26.3,755.5,72,"Calm, no wind",0, ,Falconara 
27.07.2017 08:00,28.9,756.8,68,Wind blowing from the west-northwest,4, ,Falconara 
27.07.2017 11:00,31.1,757.1,59,Wind blowing from the north-northwest,4, ,Falconara 
27.07.2017 14:00,31.8,756.8,57,Wind blowing from the north-northwest,6, ,Falconara 
27.07.2017 17:00,30,756.7,62,Wind blowing from the north,7, ,Falconara 
27.07.2017 23:00,27,757.9,71,Wind blowing from the north,4, ,Falconara 
28.07.2017 02:00,26.6,757.3,73,Wind blowing from the north-northwest,3, ,Falconara 
28.07.2017 08:00,28.5,758.8,63,Wind blowing from the north-northeast,3, ,Falconara 
28.07.2017 14:00,31.2,759.3,50,Wind blowing from the north-northwest,6, ,Falconara 
28.07.2017 17:00,29.4,758.9,55,Wind blowing from the north,5, ,Falconara 
28.07.2017 20:00,27.3,759.6,60,Wind blowing from the north-northwest,4, ,Falconara 
28.07.2017 23:00,26.8,760,58,Wind blowing from the north-northwest,4, ,Falconara 
29.07.2017 02:00,26.4,759.6,60,Wind blowing from the north-northwest,4, ,Falconara 
29.07.2017 05:00,25.6,759.3,63,Wind blowing from the north-northwest,4, ,Falconara 
29.07.2017 08:00,28.2,759.9,54,Wind blowing from the north,3, ,Falconara 
29.07.2017 17:00,29.3,759.6,51,Wind blowing from the north-northwest,6, ,Falconara 
29.07.2017 20:00,27.4,759.6,46,Wind blowing from the north-west,5, ,Falconara 
29.07.2017 23:00,26.6,759.6,51,Wind blowing from the north-northwest,5, ,Falconara 
30.07.2017 02:00,26,758.2,54,Wind blowing from the north-northwest,4, ,Falconara 
30.07.2017 05:00,25.5,757.8,58,Wind blowing from the north-northwest,3, ,Falconara 
30.07.2017 08:00,27.4,758,53,Wind blowing from the north,3, ,Falconara 
30.07.2017 11:00,29.1,757.8,51,Wind blowing from the north-northwest,5, ,Falconara 
30.07.2017 20:00,27.2,756.7,65,Wind blowing from the north-west,5, ,Falconara 
30.07.2017 23:00,26.5,757.2,66,Wind blowing from the north,2, ,Falconara 
31.07.2017 05:00,26,755.7,73,Wind blowing from the north,3, ,Falconara 
31.07.2017 17:00,30.4,756,59,Wind blowing from the north,6, ,Falconara 
31.07.2017 20:00,27.6,756.4,69,Wind blowing from the north,4, ,Falconara 
31.07.2017 23:00,27,756.9,74,Wind blowing from the north,4, ,Falconara 
01.08.2017 02:00,26.4,756.6,75,Wind blowing from the north-northwest,3, ,Falconara 
01.08.2017 05:00,26,756.6,74,Wind blowing from the north-northwest,3, ,Falconara 
01.08.2017 08:00,28,757.8,65,Wind blowing from the north-northwest,2, ,Falconara 
01.08.2017 14:00,31,758.2,54,Wind blowing from the north-west,6, ,Falconara 
01.08.2017 17:00,29.9,758.3,54,Wind blowing from the north-northwest,5, ,Falconara 
01.08.2017 20:00,27.5,759.2,66,Wind blowing from the north,4, ,Falconara 
01.08.2017 23:00,26.9,759.3,67,Wind blowing from the north-west,4, ,Falconara 
02.08.2017 02:00,26.5,758.4,69,Wind blowing from the north-west,3, ,Falconara 
02.08.2017 05:00,23.5,758.4,80,"Calm, no wind",0, ,Falconara 
02.08.2017 08:00,28.3,759.3,61,Wind blowing from the north-northwest,5, ,Falconara 
02.08.2017 17:00,29.8,758.9,58,Wind blowing from the north,5, ,Falconara 
02.08.2017 20:00,27.5,758.6,64,Wind blowing from the north,4, ,Falconara 
02.08.2017 23:00,26.6,758.7,70,Wind blowing from the north-east,2, ,Falconara 
03.08.2017 02:00,24.2,758.1,75,"Calm, no wind",0, ,Falconara 
03.08.2017 05:00,26,757.8,69,"Calm, no wind",0, ,Falconara 
03.08.2017 08:00,27.5,758.4,59,Wind blowing from the north-northwest,3, ,Falconara 
03.08.2017 11:00,29.6,758.4,51,Wind blowing from the west-northwest,3, ,Falconara 
03.08.2017 14:00,30.3,757.7,44,Wind blowing from the north-northwest,5, ,Falconara 
03.08.2017 17:00,29.5,756.8,52,Wind blowing from the north,5, ,Falconara 
03.08.2017 20:00,26.8,756.9,61,Wind blowing from the north,5, ,Falconara 
03.08.2017 23:00,26.1,756.9,64,Wind blowing from the north,4, ,Falconara 
04.08.2017 02:00,25.6,756.2,66,Wind blowing from the north,2, ,Falconara 
04.08.2017 11:00,30.7,756.8,47,Wind blowing from the west,3, ,Falconara 
04.08.2017 14:00,30,756,49,Wind blowing from the north-northwest,4, ,Falconara 
04.08.2017 23:00,26,756.3,63,Wind blowing from the north,3, ,Falconara 
05.08.2017 02:00,26,755.1,67,Wind blowing from the north,3, ,Falconara 
05.08.2017 05:00,23,755.2,75,Wind blowing from the north,3, ,Falconara 
05.08.2017 08:00,26,755.7,67,Wind blowing from the west-southwest,3, ,Falconara 
05.08.2017 11:00,31.3,756,50,Wind blowing from the north-west,4, ,Falconara 
05.08.2017 14:00,31.5,755.6,46,Wind blowing from the north-west,6, ,Falconara 
05.08.2017 17:00,30.5,754.8,54,Wind blowing from the north-west,5, ,Falconara 
05.08.2017 20:00,28.2,755.2,63,Wind blowing from the west-northwest,4, ,Falconara 
05.08.2017 23:00,27.6,755.7,68,Wind blowing from the west-northwest,3, ,Falconara 
06.08.2017 02:00,27.2,755,66,Wind blowing from the west-northwest,3, ,Falconara 
06.08.2017 05:00,26.8,754.8,66,Wind blowing from the west-northwest,3, ,Falconara 
06.08.2017 08:00,28.8,755.9,61,Wind blowing from the west-northwest,6, ,Falconara 
